full_name;age;height_cm;weight_kgs;positions;nationality;potential;value_euro;finishing;short_passing;dribbling;freekick_accuracy;long_passing;ball_control;acceleration;sprint_speed;agility
André Martín Carrillo Díaz;27;154.94;78.0;RM,RW;Peru;78;11000000.0;73;73;85;55;61;82;86;86;80
Mohamed Elyounoussi;24;152.4;69.9;LM,CAM,RM;Norway;83;14000000.0;71;80;77;64;75;78;84;78;79
Orestis Karnezis;33;190.5;81.2;GK;Greece;78;6000000.0;16;22;15;11;36;23;44;34;45
Óscar de Marcos Arana;29;182.88;79.8;RB,RW;Spain;78;8000000.0;59;75;75;53;69;75;81;87;76
Rémy Cabella;29;170.18;71.2;CAM;France;78;10500000.0;70;79;82;78;74;80;83;77;91
Joe Hart;31;195.57999999999998;91.2;GK;England;78;6500000.0;14;34;23;13;35;20;56;60;50
José Manuel Jurado Marín;32;175.26;72.1;RM,CAM,LM;Spain;78;8000000.0;77;80;80;78;78;79;71;67;80
Elías Hernán Hernández Jacuinde;30;170.18;64.9;RM;Mexico;78;10000000.0;75;79;80;67;75;83;74;77;80
Daniel Ginczek;27;190.5;84.8;ST;Germany;79;12000000.0;78;64;69;58;37;73;67;84;54
Lucas Pérez Martínez;30;154.94;73.0;ST,RM;Spain;78;10500000.0;77;75;78;77;69;80;76;77;70
Jefferson Agustín Farfán Guadalupe;34;152.4;83.9;RM,ST;Peru;78;6500000.0;73;73;74;75;72;79;84;84;75
Asmir Begović;31;198.12;83.0;GK;Bosnia Herzegovina;78;6500000.0;19;26;16;15;32;24;52;58;52
Vitorino Hilton da Silva;41;154.94;78.0;CB;Brazil;78;;45;73;63;48;72;73;33;38;51
Julian Baumgartlinger;31;182.88;86.2;CDM;Austria;78;7500000.0;39;81;65;49;71;74;68;71;65
Esteban Félix Granero Molina;31;154.94;78.0;CM,LM,RM;Spain;78;9500000.0;73;82;76;78;81;79;58;53;68
Zlatko Junuzović;31;172.72;72.1;CM,CAM,LM;Austria;78;9500000.0;68;77;80;82;78;80;76;69;86
Victor Moses;28;152.4;77.1;RW,RWB;Nigeria;78;11000000.0;69;76;82;61;70;81;79;77;76
Mathieu Debuchy;33;175.26;76.2;RB;France;78;5500000.0;62;75;74;61;73;75;74;73;74
Guillermo Alfonso Maripán Loaysa;24;193.04;83.0;CB;Chile;81;10000000.0;28;66;40;27;51;57;45;48;31
Iván Cuéllar Sacristán;34;187.96;76.2;GK;Spain;77;3600000.0;15;23;14;20;28;13;59;43;57
Fabian Johnson;31;182.88;73.9;LM,RB;United States;77;8500000.0;70;76;79;57;69;76;78;79;73
Aarón Martín Caricol;21;154.94;72.1;LB;Spain;84;10500000.0;36;77;71;54;64;75;77;69;69
Gastón Rodrigo Pereiro López;23;187.96;76.2;CAM,RW;Uruguay;82;12000000.0;73;75;79;73;70;83;72;75;74
Benjamin Moukandjo Bilé;30;154.94;73.9;ST,RM;Cameroon;77;9000000.0;79;69;77;71;60;75;91;93;83
Martin Harnik;31;185.42;79.8;ST,RM;Austria;77;8000000.0;77;72;75;52;69;72;75;76;69
James  Ward-Prowse;24;172.72;66.2;RM,CM;England;82;12000000.0;64;84;73;83;82;82;66;57;75
Romain Alessandrini;29;172.72;69.9;RM,LM,RW,CAM;France;78;10000000.0;74;72;79;76;68;79;87;87;93
Manuel Alejandro García Sánchez;32;182.88;73.9;CDM,CM;Spain;78;6000000.0;60;77;62;54;74;75;46;61;66
Michail Antonio;28;152.4;82.1;ST,RM,RWB,LM;England;78;10500000.0;72;73;79;60;65;75;84;87;84
Adrien Sebastian Perruchet Silva;29;175.26;68.9;CM,CDM;Portugal;78;10000000.0;67;81;77;74;80;80;64;57;67
Steve Cook;27;185.42;82.1;CB;England;78;8500000.0;31;70;54;30;61;67;55;53;55
Ben Mee;29;182.88;82.1;CB;England;78;8500000.0;30;59;59;31;56;62;62;63;63
Adriano Correia Claro;34;172.72;74.8;LB,RB;Brazil;78;4000000.0;59;79;81;69;77;82;77;73;77
Jeremain Lens;31;152.4;74.8;RM,RW;Netherlands;78;10000000.0;74;74;80;68;63;78;90;90;75
José Salomón Rondón Giménez;29;185.42;98.0;ST;Venezuela;77;9000000.0;75;68;70;52;40;71;69;68;66
Andreas Hugo Hoelgebaum Pereira;23;152.4;71.2;CM,CDM,RM;Brazil;82;11500000.0;71;80;79;80;77;80;78;74;79
Vedad Ibišević;34;187.96;82.1;ST;Bosnia Herzegovina;77;5500000.0;80;77;72;56;47;76;41;44;60
Lucas Ocampos;24;187.96;83.9;LM,LW;Argentina;82;12000000.0;73;75;74;65;70;76;78;79;77
Nicolai Müller;31;172.72;66.2;RM,LM;Germany;77;8500000.0;75;71;83;61;66;75;84;78;85
Simão Alvin Acunha Bardini;31;152.4;71.2;CAM,ST,RM;Brazil;77;8500000.0;66;79;76;61;73;78;83;77;81
Jonathan Calleri;25;154.94;77.1;ST;Argentina;82;12000000.0;76;66;74;35;58;75;71;72;72
Alireza Jahanbakhsh;25;154.94;78.0;RM;Iran;80;11500000.0;72;72;83;46;62;79;79;83;76
Aleksandar Prijović;28;190.5;88.0;ST;Serbia;77;9000000.0;79;64;70;43;55;75;74;72;54
Fabricio Martín Agosto Ramírez;31;182.88;79.8;GK;Spain;77;5500000.0;14;44;25;15;40;35;59;54;57
Mohamed Elneny;26;154.94;73.9;CDM,CM;Egypt;79;9000000.0;57;78;68;56;77;76;58;60;65
Jorge Meré Pérez;21;182.88;79.8;CB;Spain;85;11500000.0;22;74;59;33;62;69;69;68;67
Wilson Bruno Naval Costa Eduardo;28;152.4;73.0;ST,CF;Portugal;77;9500000.0;76;73;78;71;63;78;78;81;73
Alejandro Remiro Gargallo;23;190.5;83.0;GK;Spain;82;8500000.0;13;29;19;17;25;17;40;46;69
Teófilo Gutiérrez;33;152.4;81.2;ST,CAM;Colombia;77;5500000.0;80;73;77;63;69;81;63;59;72
Andriy Pyatov;34;190.5;89.8;GK;Ukraine;77;3600000.0;9;29;11;16;24;12;44;44;56
Diego Javier Llorente Ríos;25;185.42;74.8;CB;Spain;83;10500000.0;39;76;58;35;72;73;65;63;65
Ignazio Abate;32;154.94;73.0;RB;Italy;77;6000000.0;38;76;75;44;72;75;77;85;75
Thomas Vermaelen;33;182.88;79.8;CB,LB;Belgium;77;5000000.0;52;80;55;64;78;64;67;64;61
Niclas Füllkrug;26;187.96;83.0;ST;Germany;78;10500000.0;79;67;70;69;48;74;63;65;63
Pedro  Mba Obiang Avomo;26;185.42;74.8;CDM,CM;Equatorial Guinea;79;9000000.0;50;77;74;62;79;76;64;66;68
Wallace Fortuna dos Santos;24;190.5;84.8;CB;Brazil;81;10000000.0;21;57;45;29;50;52;66;69;46
Jorge Djaniny  Tavares Semedo;27;190.5;78.0;ST,RW;Cape Verde;78;10500000.0;78;70;78;53;62;78;78;85;76
Roberto Jiménez Gago;33;193.04;93.9;GK;Spain;77;5000000.0;14;39;12;14;38;31;45;48;68
Serdar Taşçı;31;185.42;81.2;CB;Germany;77;6000000.0;33;76;63;45;78;71;67;66;59
Lasse Schøne;32;152.4;78.0;CM,CDM;Denmark;77;6500000.0;67;83;76;86;77;81;58;52;68
Jermain  Defoe;36;170.18;64.9;ST;England;77;4099999.9999999995;85;66;74;68;43;77;73;63;77
Volkan Babacan;30;193.04;86.2;GK;Turkey;78;7000000.0;15;34;14;12;29;19;49;61;58
Odion Jude Ighalo;29;182.88;74.8;ST;Nigeria;77;9000000.0;76;61;80;53;47;76;84;81;75
André Schürrle;28;182.88;71.2;RW,LW;Germany;77;9500000.0;76;75;80;70;58;78;77;76;74
Ellyes Skhiri;23;185.42;68.9;CDM,CM;Tunisia;81;10000000.0;62;75;74;55;74;73;63;69;74
Waldemar Anton;22;187.96;74.8;CB,CDM;Germany;84;11000000.0;42;71;66;39;69;70;54;73;62
Rodrigo Sebastián Palacio;37;175.26;69.9;ST,LW;Argentina;77;3200000.0;76;76;82;67;56;84;79;77;79
Kevin Lasagna;26;185.42;79.8;ST;Italy;80;11500000.0;78;66;76;42;50;79;89;88;81
Darío Cvitanich;34;175.26;72.1;ST;Argentina;77;4700000.0;79;73;70;66;65;83;68;62;72
Sebastian De Maio;32;190.5;89.8;CB;France;77;6000000.0;20;50;52;39;54;54;61;67;54
Simon Terodde;31;193.04;83.0;ST;Germany;77;8500000.0;80;65;64;44;40;74;63;63;54
Jonathan  de Guzmán;31;175.26;73.9;CM,CDM,CAM;Netherlands;77;8000000.0;68;80;78;78;77;81;75;69;79
Renato Civelli;35;195.57999999999998;88.9;CB;Argentina;77;2700000.0;54;64;35;47;59;67;49;36;33
Pablo Maffeo Becerra;21;172.72;69.9;RWB,RM;Spain;84;10500000.0;53;76;79;34;63;80;87;86;82
Cédric Ricardo Alves Soares;27;172.72;67.1;RB,RWB;Portugal;78;8500000.0;57;75;75;64;69;76;79;78;74
Kyriakos Papadopoulos;27;185.42;87.1;CB;Greece;79;9000000.0;24;53;40;43;50;52;58;55;53
Alexander Szymanowski;30;175.26;64.9;LM,CM,LW;Argentina;77;8500000.0;78;74;79;57;63;76;89;83;83
Juraj Kucka;32;185.42;83.9;CM,CDM;Slovakia;77;7500000.0;65;76;75;69;76;75;66;65;72
Phil Jagielka;36;154.94;87.1;CB;England;77;2100000.0;30;70;49;31;66;60;40;51;45
Marco Benassi;24;182.88;79.8;CM;Italy;82;11500000.0;66;80;78;64;76;78;67;68;74
Pontus Jansson;28;195.57999999999998;86.2;CB;Sweden;79;8500000.0;29;68;64;40;59;66;54;69;53
Bernardo José Espinosa Zúñiga;29;193.04;83.9;CB;Colombia;77;7000000.0;39;74;40;42;61;67;43;51;47
José Pedro Malheiro de Sá;26;193.04;84.8;GK;Portugal;82;8500000.0;15;30;17;21;20;20;42;48;60
Matz Sels;27;190.5;88.0;GK;Belgium;80;7500000.0;16;32;19;17;30;33;37;35;36
Yuri Berchiche Izeta;29;154.94;79.8;LB;Spain;77;7000000.0;56;70;70;55;68;74;78;77;76
Rafael Santos Borré;23;175.26;71.2;ST;Colombia;83;12500000.0;78;71;77;67;61;76;82;80;82
João Paulo Dias Fernandes;26;187.96;81.2;ST;Portugal;79;11000000.0;79;68;73;35;44;77;68;69;64
Cristiano Piccini;26;187.96;78.9;RB,RWB;Italy;79;9000000.0;32;71;73;37;62;74;76;78;66
Benjamin André;28;154.94;76.2;CM,CDM;France;77;9000000.0;61;80;75;46;79;76;68;73;73
Antonio Barragán Fernández;31;182.88;76.2;RWB,RB,RM;Spain;77;6000000.0;44;75;66;51;63;73;71;74;66
Mbwana Ally Samatta;26;182.88;79.8;ST;Tanzania;80;11500000.0;84;62;74;57;45;71;84;87;79
Issa Diop;22;193.04;92.1;CB;France;86;12000000.0;30;64;43;34;59;60;64;68;46
Matthew Lowton;29;154.94;78.0;RB;England;77;6500000.0;52;74;73;46;73;74;74;70;69
Theo Bernard François Hernández;21;182.88;82.1;LB;France;85;11000000.0;50;76;78;64;52;72;90;90;76
Juan Pedro Ramírez López;27;190.5;84.8;CB;Spain;78;8500000.0;35;79;38;35;60;70;41;63;32
Kenny Tete;23;154.94;71.2;RB,RWB;Netherlands;82;10000000.0;42;73;65;34;64;69;74;79;66
Blerim Džemaili;32;152.4;73.0;CM,CAM;Switzerland;77;6500000.0;70;78;77;70;74;78;59;65;68
André Filipe Brás André;29;175.26;64.9;CM,CDM;Portugal;77;9000000.0;68;80;78;61;76;81;68;69;74
Mikel Balenziaga Oruesagasti;31;152.4;76.2;LB;Spain;76;5500000.0;41;70;67;33;69;74;75;77;70
Valon Behrami;33;185.42;78.0;CDM,CM;Switzerland;76;3100000.0;54;74;70;68;72;74;67;67;70
Diego Antonio Reyes Rosales;26;187.96;73.9;CB;Mexico;79;8000000.0;45;77;67;36;68;74;63;65;68
Caiuby Francisco da Silva;30;182.88;84.8;LM,LW,ST;Brazil;76;7500000.0;73;72;71;49;64;74;77;87;73
Seydou Doumbia;31;152.4;71.2;ST;Ivory Coast;76;7500000.0;73;70;74;69;63;73;87;89;70
João Félix Sequeira;19;154.94;69.9;CF,LW;Portugal;89;14000000.0;74;70;81;51;67;78;78;83;84
Lisandro López;29;190.5;82.1;CB;Argentina;76;6000000.0;48;66;59;32;56;62;64;66;64
Mario Suárez Mata;32;187.96;79.8;CM,CDM,CB;Spain;76;6500000.0;62;79;72;70;78;79;42;58;54
Jonas Lössl;30;195.57999999999998;88.0;GK;Denmark;77;6000000.0;12;35;15;13;39;19;29;34;32
Gonzalo Castro Randon;31;172.72;72.1;CM,CDM;Germany;76;6500000.0;66;79;76;73;76;77;70;65;80
Matt Phillips;27;182.88;74.8;CAM,CM,RW;Scotland;76;8000000.0;69;68;79;48;65;75;86;86;78
Gabriel Boschilia;23;172.72;63.0;CAM,LM,RW;Brazil;82;10500000.0;73;75;80;84;69;79;76;73;79
武磊;27;175.26;66.2;ST,RW,LW,CF;China PR;77;9000000.0;78;74;76;69;65;75;88;86;79
Nicolás Blandi;29;154.94;76.2;ST;Argentina;76;8000000.0;80;68;65;54;60;78;64;61;76
Lovre Kalinić;28;200.66;98.9;GK;Croatia;78;6500000.0;12;18;11;13;16;15;30;39;26
Federico Fernández;30;190.5;83.0;CB;Argentina;76;6000000.0;26;68;39;40;58;65;47;50;48
Jackson Martínez;32;185.42;79.8;ST;Colombia;76;7000000.0;74;67;71;46;58;75;65;67;68
Emerson Palmieri dos Santos;24;175.26;77.1;LB,LM;Italy;82;9000000.0;43;75;78;71;66;80;83;78;75
Rômulo  Souza Orestes Caldeira;31;152.4;72.1;CM,RM,RB;Italy;76;6500000.0;60;76;77;76;74;77;74;74;77
Christian Benteke Liolo;28;190.5;83.0;ST;Belgium;76;8000000.0;75;64;65;64;48;74;59;68;66
Milot Rashica;22;152.4;73.0;RW,RM;Kosovo;83;11000000.0;70;68;80;61;64;77;93;86;90
Leighton Baines;34;170.18;69.9;LB;England;76;3000000.0;63;78;75;81;74;80;66;59;66
Mark Noble;31;152.4;76.2;CM,CDM;England;76;6500000.0;60;77;74;67;79;76;42;45;62
Filip Benković;21;193.04;91.2;CB;Croatia;85;10500000.0;38;64;52;54;67;62;61;66;52
Cristian Miguel Riveros Núñez;36;152.4;73.9;CM,CDM;Paraguay;76;;69;81;69;68;77;76;60;53;79
M'Baye Babacar Niang;24;182.88;78.0;LW,ST;Senegal;81;10500000.0;68;70;81;66;57;80;85;91;82
Davide Santon;28;187.96;77.1;LB,RB;Italy;76;6500000.0;46;76;75;43;69;75;67;74;66
Ivan Ordets;26;193.04;88.0;CB;Ukraine;81;8500000.0;46;66;38;46;61;61;61;69;48
Francisco Geraldes;23;175.26;64.9;CAM;Portugal;82;10500000.0;55;73;84;72;69;82;78;75;86
Robert Snodgrass;31;182.88;82.1;RM,CM,LM;Scotland;76;7500000.0;71;74;76;82;72;80;61;65;72
Vitor Hugo Franchescoli de Souza;27;187.96;79.8;CB;Brazil;78;7500000.0;26;41;39;34;37;49;66;69;43
Mario Pašalić;24;187.96;83.0;CM,CDM;Croatia;83;10500000.0;66;78;77;59;74;79;60;66;69
Fabio Borini;27;154.94;73.9;LW,RM;Italy;76;8000000.0;72;76;78;61;62;79;77;75;78
Nikola Vukčević;27;182.88;76.2;CDM,CM;Montenegro;79;8000000.0;38;77;71;62;70;74;64;56;61
Atiba Hutchinson;36;187.96;83.0;CDM,CM;Canada;76;1800000.0;61;82;73;64;74;72;68;69;63
Maximiliano Nicol Moralez;32;157.48000000000002;55.8;CAM,CM;Argentina;76;7000000.0;72;74;77;70;72;76;84;67;83
Charlie Austin;29;187.96;83.9;ST;England;76;8000000.0;79;62;66;43;46;73;58;58;62
Robert Kenedy Nunes do Nascimento;23;182.88;77.1;LM;Brazil;84;11500000.0;65;72;83;54;66;78;79;80;83
Eltildo Lucas Correia Pitta;27;187.96;78.0;CB,RB,LB;Brazil;76;6500000.0;41;67;45;48;75;55;52;63;38
João Pedro Geraldino dos Santos Galvão;26;182.88;73.0;CAM,CF,ST;Brazil;77;9000000.0;75;77;75;57;69;75;75;76;73
Alessandro Diamanti;35;154.94;74.8;CAM,CF;Italy;76;3400000.0;60;79;80;82;71;82;68;67;74
Guilherme dos Santos Torres;27;152.4;76.2;CDM,CM;Brazil;78;7500000.0;55;78;64;68;74;74;69;66;74
Jérémy Morel;34;175.26;78.0;CB;Madagascar;76;2300000.0;36;73;56;50;70;65;69;69;65
Fernando Javier Llorente Torres;34;193.04;92.1;ST;Spain;76;4800000.0;79;73;67;40;49;80;29;32;33
Gökhan Gönül;34;175.26;74.8;RB;Turkey;76;3000000.0;58;74;78;48;68;75;76;78;78
Alberto Paloschi;29;182.88;79.8;ST;Italy;76;8000000.0;80;68;69;47;42;76;77;69;78
Julio Leonardo Dourado de Freitas;31;193.04;91.2;CB;Brazil;76;5500000.0;44;73;51;50;43;63;41;51;32
Markel Bergara Larrañaga;32;154.94;78.0;CDM,CM;Spain;76;4400000.0;67;78;65;71;76;69;64;32;60
Lee Nguyen;32;172.72;68.0;CAM,CM,ST;United States;76;7000000.0;70;78;78;72;72;74;74;68;78
Anthony Knockaert;27;172.72;68.9;RM;France;76;8500000.0;71;73;83;71;64;80;75;72;90
Iñigo Córdoba Kerejeta;21;154.94;73.0;LW;Spain;83;11000000.0;70;75;81;38;65;77;86;82;86
Joël Veltman;27;182.88;74.8;RB,CB;Netherlands;77;7500000.0;50;73;64;34;73;66;63;68;67
Nicola Sansone;27;175.26;68.0;ST,LM,RM;Italy;77;9000000.0;77;75;79;69;65;76;82;79;83
Arda Turan;32;152.4;76.2;CM,RM,LM;Turkey;76;6500000.0;71;78;78;64;78;79;72;62;75
Haris Seferović;27;187.96;84.8;ST;Switzerland;77;9000000.0;77;68;70;64;59;73;65;73;63
Rafael Jorgino Cachoira Rebelo;31;187.96;83.9;CB,CDM;Brazil;76;5500000.0;30;66;58;49;76;62;49;60;51
Amadou Haidara;21;175.26;67.1;CM,RM;Mali;84;11500000.0;68;77;76;62;73;76;79;77;76
Francesco Caputo;31;154.94;73.9;ST;Italy;76;7500000.0;79;68;72;54;58;70;85;88;86
Manuel Locatelli;21;185.42;74.8;CDM,CM;Italy;84;10000000.0;54;78;73;60;74;79;63;65;67
Jordan Ayew;27;182.88;81.2;ST;Ghana;76;8500000.0;75;73;77;69;60;76;76;77;78
Tin Jedvaj;23;182.88;82.1;CB,RB,LB;Croatia;83;9500000.0;51;68;60;30;60;66;71;68;67
Sofiane Hanni;28;152.4;72.1;CAM,LW;Algeria;76;8000000.0;74;74;77;70;69;75;76;74;77
Andrés Eduardo Fernández Moreno;32;187.96;82.1;GK;Spain;76;4700000.0;13;35;14;12;40;18;58;55;57
Thomas Monconduit;28;182.88;83.0;CDM,CM;France;77;7500000.0;49;76;70;58;74;71;62;69;65
Nordi Mukiele;21;185.42;73.9;RB,CB;France;85;10000000.0;30;73;72;33;67;73;78;84;69
Dominique Heintz;25;187.96;88.9;CB;Germany;78;8000000.0;23;71;58;32;70;63;53;64;51
Uílson de Souza Paula Júnior;29;172.72;69.9;RB,RM;Brazil;76;6000000.0;43;79;76;70;74;75;84;77;77
Aaron  Lennon;31;165.1;63.0;RM,LM;England;76;7000000.0;65;73;81;55;61;78;83;81;87
Jetro Willems;24;152.4;82.1;LWB,LB,LM,CDM;Netherlands;79;8000000.0;54;75;78;63;71;78;79;76;73
Miloš Veljković;23;182.88;77.1;CB,CDM;Serbia;83;9500000.0;23;72;52;24;73;67;61;71;55
Ishak Belfodil;27;190.5;86.2;ST,CF;Algeria;77;9000000.0;74;72;80;68;62;78;68;72;59
Hugo Miguel Almeida Costa Lopes;32;182.88;83.0;RB;Portugal;76;5000000.0;40;70;72;55;65;72;77;77;68
Dale Stephens;29;185.42;71.2;CM,CDM;England;76;7500000.0;63;79;69;61;76;73;62;57;66
Brais Méndez Portela;22;187.96;76.2;RM,RW,CM,CAM;Spain;85;12000000.0;77;74;78;56;69;80;75;77;72
Adam Smith;27;154.94;78.0;LB,RB,RWB;England;77;7000000.0;43;74;76;66;63;74;77;80;72
José Luis García del Pozo;28;182.88;73.9;CDM,CM;Spain;77;7500000.0;58;77;72;67;73;75;55;40;66
Francisco Femenía Far;28;175.26;60.8;RB,RWB,RM;Spain;76;6500000.0;55;77;81;55;54;78;77;79;82
Mijat Gaćinović;24;175.26;68.9;CM,CAM;Serbia;82;10500000.0;72;78;83;51;73;79;78;78;90
Per Ciljan Skjelbred;31;175.26;73.9;CDM,CM;Norway;76;5000000.0;43;75;75;61;70;79;66;55;76
Da Conceição Fernando Henrique;25;175.26;64.9;CAM,RM;Brazil;79;9500000.0;67;75;78;60;70;77;80;80;72
Scott Brown;33;175.26;79.8;CDM;Scotland;76;3100000.0;44;79;70;44;70;72;64;66;74
Marko Grujić;22;190.5;82.1;CDM,CM;Serbia;86;11000000.0;71;78;79;51;74;78;59;67;68
Adama Soumaoro;26;187.96;91.2;CB;France;80;8500000.0;31;66;47;36;52;56;57;66;53
Raúl Rodríguez Navas;30;185.42;83.9;CB;Spain;76;5500000.0;36;73;25;65;56;73;50;40;54
Ádám Szalai;31;193.04;89.8;ST;Hungary;76;7500000.0;80;72;69;42;48;75;45;46;63
Amadou Diawara;21;182.88;73.9;CM,CDM;Guinea;84;11500000.0;48;80;76;37;76;80;68;70;78
Łukasz Skorupski;27;187.96;83.9;GK;Poland;79;6500000.0;11;29;18;19;26;23;51;51;48
Romain Hamouma;31;152.4;76.2;RM;France;76;7000000.0;73;77;78;70;71;79;75;73;78
Kevin Stöger;25;175.26;74.8;CAM,CM,LM;Austria;79;10000000.0;67;78;77;63;78;76;74;67;77
Karol Linetty;24;175.26;73.0;CM;Poland;83;10500000.0;64;78;74;36;74;76;76;69;76
Stefan Bell;27;193.04;88.0;CB;Germany;77;7500000.0;34;66;49;40;66;54;51;55;49
Alfred John Momar N'Diaye;29;187.96;89.8;CDM,CM;Senegal;77;7000000.0;49;77;65;32;75;76;65;76;61
Yusuf Yazıcı;22;182.88;73.9;CAM,CM,RM;Turkey;83;11000000.0;71;76;78;76;70;77;70;75;76
Bastian Oczipka;30;185.42;84.8;LWB,LB,LM;Germany;76;6000000.0;50;75;72;70;74;74;65;76;65
Federico Valverde;20;182.88;78.0;CM,LM,CAM;Uruguay;88;13000000.0;67;80;71;48;83;74;69;70;68
Martín Benítez;24;172.72;72.1;CAM,LM,RM,RW;Argentina;80;10000000.0;75;75;81;42;63;75;88;78;84
Michel Vorm;35;182.88;83.9;GK;Netherlands;76;3100000.0;14;39;18;14;35;35;53;54;63
Nampalys Mendy;26;167.64000000000001;73.0;CDM,CM;France;78;7500000.0;49;80;71;54;72;77;71;68;74
José Juan Vázquez Gómez;30;165.1;64.0;CDM,CM;Mexico;76;5500000.0;40;79;59;59;70;71;77;73;78
Unai Núñez Gestoso;22;185.42;81.2;CB;Spain;83;8500000.0;16;74;35;22;33;71;66;68;44
Nemanja Radoja;26;185.42;77.1;CM,CDM;Serbia;78;8000000.0;72;77;70;36;78;73;49;38;53
Kieran  Gibbs;29;152.4;69.9;LB,LWB;England;75;5500000.0;48;73;71;52;65;74;78;80;76
Abderrazak Hamdallah;28;182.88;81.2;ST;Morocco;75;7000000.0;80;69;70;56;57;73;71;73;65
Pablo Renan dos Santos;26;187.96;82.1;CB;Brazil;78;7000000.0;39;58;48;27;43;56;65;68;60
Seko Fofana;23;182.88;77.1;CM,CDM;Ivory Coast;82;9000000.0;60;76;78;42;72;76;76;74;74
Felipe Dias da Silva dal Belo;34;187.96;74.8;CB;Brazil;75;2700000.0;20;62;44;21;64;60;38;41;49
Carlos Andrés Villanueva Roland;33;172.72;73.0;CAM,CM;Chile;76;6000000.0;64;80;78;80;77;77;63;62;89
José Márcio da Costa;35;170.18;67.1;CAM;Brazil;76;3900000.0;69;77;77;69;72;78;76;67;78
Diego Rico Salguero;26;182.88;76.2;LB,LWB;Spain;78;7500000.0;38;76;66;69;57;68;67;75;64
Alberto Moreno Pérez;26;170.18;64.9;LB;Spain;78;7500000.0;59;74;76;40;64;79;85;87;84
Jordy Clasie;27;170.18;66.2;CM,CDM;Netherlands;77;8500000.0;55;80;70;70;74;80;69;61;74
Rogelio Gabriel Funes Mori;28;182.88;81.2;ST;Argentina;77;9000000.0;78;70;75;58;65;73;78;75;77
Osvaldo Alonso Moreno;33;154.94;69.9;CDM,CM;Cuba;76;4400000.0;50;82;74;51;78;74;68;68;70
Alexander Djiku;24;182.88;73.9;CB;France;82;9000000.0;34;64;67;43;59;71;74;79;67
Jonathan Hogg;30;175.26;73.0;CDM,CM;England;76;6000000.0;54;74;67;41;69;68;69;68;64
Dominic Calvert-Lewin;21;187.96;71.2;ST,LM;England;82;9500000.0;69;68;76;42;40;75;80;86;73
Marvin Zeegelaar;28;185.42;82.1;LB,LWB;Netherlands;75;5500000.0;56;69;74;52;59;76;69;77;65
Guido Carrillo;27;190.5;87.1;ST;Argentina;76;8000000.0;75;64;70;36;57;74;57;62;66
Jozabed Sánchez Ruiz;28;154.94;67.1;CM,CDM,CAM;Spain;76;7500000.0;73;78;72;57;72;75;67;61;71
Alan Javier Franco;22;182.88;77.1;CB;Argentina;85;9500000.0;27;62;36;35;31;68;68;63;41
David Brooks;21;182.88;62.1;RM,CAM;Wales;86;11500000.0;71;76;77;48;66;75;76;76;85
Jeffrey Bruma;27;190.5;88.0;CB;Netherlands;78;7000000.0;38;71;59;66;72;60;54;65;50
Luigi Sepe;27;185.42;74.8;GK;Italy;78;5500000.0;14;32;14;12;31;22;49;46;46
Sam Vokes;29;187.96;89.8;ST;Wales;75;7000000.0;77;68;65;46;60;76;50;55;50
Javier López Rodríguez;33;154.94;76.2;RB,RWB;Spain;75;3700000.0;55;74;68;52;64;74;69;73;68
Jordan Amavi;24;175.26;69.9;LB;France;80;7500000.0;60;73;71;49;66;74;78;79;75
Idrissa Mandiang;34;187.96;83.0;CDM;Senegal;75;2700000.0;40;72;64;40;65;67;47;58;57
Alper Potuk;27;152.4;67.1;CAM,LM,RM;Turkey;76;7500000.0;60;75;77;40;74;75;77;79;87
Oliver Norwood;27;175.26;68.9;CM;Northern Ireland;75;7000000.0;58;78;62;75;82;76;59;55;68
Rani Khedira;25;187.96;83.9;CB,CDM;Germany;78;7000000.0;34;75;57;41;68;68;54;59;59
Darwin Machís;26;170.18;73.9;LW,RW,CAM;Venezuela;76;8000000.0;73;72;82;56;66;74;91;88;88
Robin Quaison;25;182.88;77.1;CF,ST,LW;Sweden;78;8500000.0;74;74;80;56;69;78;79;78;74
Paul Dummett;27;182.88;82.1;LB;Wales;76;6500000.0;41;70;65;52;68;69;65;68;61
Landry Dimata;21;182.88;83.0;ST;Belgium;83;10000000.0;78;68;73;42;36;68;81;83;73
Allan Norberto Bardini Paneira;27;175.26;72.1;CAM,CM;Brazil;75;7000000.0;71;75;77;55;76;77;66;68;82
Ludovic Butelle;35;187.96;83.9;GK;France;75;1600000.0;11;31;11;15;23;23;33;35;37
Sebastián Cristóforo;25;175.26;68.0;CDM,CM;Uruguay;79;7500000.0;50;76;66;35;78;70;69;54;76
David Jason Remeseiro Salgueiro;24;152.4;64.9;RM;Spain;81;9000000.0;74;74;78;69;66;76;81;79;79
Mikel Agu;25;182.88;77.1;CDM,CM;Nigeria;78;7000000.0;41;74;64;35;70;70;67;66;68
Emmanuel Badu;28;172.72;69.9;CM,CDM;Ghana;75;7000000.0;60;76;76;50;69;75;86;75;88
Nathan Redmond;25;172.72;68.9;LM,RW;England;79;8500000.0;66;72;81;65;61;79;86;83;90
Sandro Ranieri Guimarães Cordeiro;29;187.96;74.8;CDM,CM;Brazil;75;5000000.0;65;73;69;54;72;73;53;65;55
Anthony Mounier;31;175.26;64.9;RW,LW,LM;France;75;6500000.0;66;76;80;65;64;80;83;77;84
